ID,Name,Nonprofit_Commercial,Description
29,AS220 Labs,N,"AS220 is an artist-run organization committed to providing an  unjuried and uncensored forum for the arts. AS220 offers artists  opportunities to live, work, exhibit and/or perform in its facilities,  which include several rotating gallery spaces, a performance stage, a  black-box theater, a print shop, a darkroom and media arts lab, a  fabrication and electronics lab, a dance studio, a youth program  focusing on youth under state care and in the juvenile detention  facilities, four dozen affordable live/work studios for artists, and a  bar and restaurant. AS220’s facilities and services are available to any  artist who needs a place to exhibit, perform, or create original work  and its classes and public-access studios are among the most affordable  in the nation. 

Vision: AS220 envisions a just world where all people can realize their full creative potential. 

Mission: We, the people of Rhode Island, associate ourselves for the purpose of providing a local forum and home for the arts, through the maintenance of residential and work studios, galleries, performance and educational spaces. Exhibitions and performances in the forum will be unjuried, uncensored and open to the general public. Our facilities and services are made available to all artists who need a place to exhibit, perform, or create their original artwork, especially those who cannot obtain space to exhibit or perform from traditional sources because of financial or other limitations. 

Values: A value is a deeply held belief, ideal or principle that inspires action.  

Creative at our core: we believe all people are born creative and that everyone is an artist.  We embrace an expansive view of art and resist narrowly defined, Westernized and commercialized definitions of art and its value in society.  We experiment with new ideas and alternative models that help us adapt to our staff and communities’ evolving needs.  Our own creativity as artists informs all we do at AS220. 

Building community: we believe there is magic and power in bringing people from different backgrounds, experiences, abilities, identities and perspectives together.  We work to build genuine, reciprocal relationships with our artists, audiences, peer organizations and community collaborators, and to honor the connections we make.  We nurture a spirit of volunteerism: we welcome and thank people who use their skills, knowledge, expertise and time to build community with us. 

Freedom of expression: AS220 was founded on the principle that freedom of expression is crucial for the development of strong communities and individual spirits.   We strive to facilitate opportunities for people to discover, explore, and nurture their own creativity and share their unique artistic voice. 

Collective impact: we believe artists play a critical role in shaping our communities and together are a force for change.  We bring our voices together to advocate, inspire, dream, dissent, engage and vision for the future we want to see for ourselves and our communities. 

A just world: AS220 has a vision for a just and equitable world where all people can realize their full creative potential.  We recognize systems of oppression — such as racism, classism, sexism, heterosexism, ableism, and economic and environmental injustice — are active in our communities, and we strive to work against their root causes while centering and celebrating the unique perspectives that help shape AS220’s community.  

Racial justice: we believe that racism is the bedrock of our nation.  Black, Indigenous, People of Color (BIPoC) continue to be adversely impacted by the social systems present in our communities.  AS220 is committed to examining how each dimension of racism shows up within our organization, and to work alongside those most impacted by racism to transform AS220 into an anti-racist space where BIPoC are not only centered in our work, but are shaping where we’re going in the future.  

Facilitating access to artistic opportunities: we believe access to artistic opportunities can transform communities and change lives.  We believe that providing access to knowledge, space, tools and technology supports people to come together, collaborate, experiment and take risks.  We recognize different people need different forms of access to participate: we work to make full participation possible for our artists and audiences.  

Intergenerational, lifelong learning: transformative learning happens when people have a sustained relationship with people and place.  We work to provide opportunities for people to live and grow at AS220, and to bring their families into our spaces.  Together we create an environment where people of all ages can participate, teach and learn from one another.  

Generous and generative: AS220 generates ideas, opportunities, creative expression and community.  We are dedicated to generously sharing our knowledge and expertise with others, supporting them to foster their own ideas, opportunities, nonprofits, creative communities, and more. 

The power of process: as artists, we know the process is as important as the outcome.  We value the learning, collaboration and potential for evolution — both personal and organizational — that exists in the process of doing, and reflecting on, our work.  We seek to create inclusive processes and space, and to work collaboratively with our staff and communities.  We strive to ensure that our values, initiatives, and decisions reflect the will of our communities while recognizing the inevitability of differing perspectives and ideas. 

Transparency: we strive to be open with each other and our communities about how we do our work, and where we need to improve.  We challenge ourselves not to be defensive, and to work towards a culture of openness, honesty, responsiveness and mutual accountability.  We know there is no such thing as perfection: we encourage ourselves and others to learn from mistakes. "
31,ASMBLY,N,"Asmbly is not just a makerspace; it’s a thriving hub where creative makers converge to bring their boldest ideas to life. Located in northeast Austin, we are a nonprofit membership-based community dedicated to fostering a vibrant network of creative makers who share not only our space and tools but also their ideas and passion for making. 

Our mission is simple yet powerful: to enrich Austin’s creative maker community by providing a top notch creative space with tools and educational opportunities in a multidisciplinary, inviting, and member-focused setting. 

Whether you’re an experienced artisan, a curious hobbyist, or an idea-driven inventor, Asmbly has what you need to bring your projects to life. 

At Asmbly, you’ll find hands-on educational classes and a supportive community eager to collaborate and inspire. Our community encourages knowledge-sharing, idea exchange, and collaboration. We believe that when diverse minds unite, extraordinary projects take shape. 

Come be a part of our community, where you’ll find other makers who share your passion. Explore, create, and transform your vision into reality with us. We strive to provide a dynamic and inclusive environment where passionate individuals from all walks of life can gather, learn, and craft together. 

Our mission is to enrich Austin’s creative maker community by providing a top notch creative space with tools and educational opportunities in a multidisciplinary, inviting, and member-focused setting. 

Our Values: 

Collaboration - We believe in the power of collective knowledge and expertise.  

Compassion - We are, above all things, kind and compassionate.  

Curiosity - We explore new ideas with open minds.  

Ingenuity - We do what we can with what we have.  

Inclusivity - We welcome individuals from diverse backgrounds, skill levels, and interests.  

Growth - We value continuous learning and skill development.  

Harmony - We are a refuge from chaos, united by our shared interest in creating. "
34,Baltimore Node,N,"The Baltimore Node is a member-run maker space or ‘hacker space’ where people can hack, craft, and make interesting things in a supportive and collaborative environment. 

  

As of May 2015, the Node has ventured to it’s newest ~2600 sq ft space at 2106 N Lovegrove Street. Part of Baltimore’s Station North Arts District, the Node is centrally located and accessible by light rail, bus, or bike. If you’re driving to the Node, from 21st street you’ll see a convenience store on the corner of Lovegrove street. There is free on-street parking available around the adjacent blocks. 

The Node follows the Hackerspace model that is flourishing in cities around the world. Members receive 24/7 access to the space, which is stocked with shared and donated tools and equipment. In addition to the informal exchange of wisdom and experience that comes from simply working in a shared space, the Node sponsors regular workshops and events on a broad range of topics. "
35,Baltimore Under Ground Science Space,N,"BUGSS is a non-profit public laboratory offering classes, seminars, and lab access so that anyone can safely and affordably investigate the living world. We are a community of amateurs, professionals, citizen scientists, activists, and artists exploring biotechnology through scientific and artistic investigations. We hope to serve as a space for open dialogue, and “learning through doing” as Synthetic Biology and new biological technologies become more relevant to our everyday lives. As with any new technology, there are big hopes and big fears, and public debate is often heated and uninformed. By democratizing these technologies we hope to facilitate more nuanced dialogue and exploration of the incredible potential, as well as limitations and ethical issues. "
37,Barrel of Makers,N,"If you've never heard of a makerspace, it's a shared workspace where people of different generations innovate, collaborate, and make stuff. Makerspaces serve their communities in a variety of ways. They are getting young people engaged with technology and art through hands-on experiences. They are providing a place for adults the re-invigorate their passions, in a way that makes them more innovative in their 9-5 lives. They are providing retirees with new hobbies and a chance to pass on their skills to younger generations. By gathering a diverse community, they are providing connection. To revive local economies, makerspaces provide access to tools to make prototypes of new inventions and artworks. Then members get to share and market the results of their efforts at public events. Makerspaces are working to make passion sustainable. We need one of these spaces in New Castle County. "
39,Bellingham Makerspace,N,The Bellingham Makerspace is a non-profit community tool and skill sharing space whose mission is to provide access to tools and space and support learning to use tools and technology to bring creativity to life. 
41,Benicia Makerspace,N,"Benicia Makerspace is a place where people come together to learn, collaborate, invent, prototype, and test new ideas using state-of-the-art equipment. We are an IRS tax-exempt 501(c)(3) organization, incorporated in California as a Non-Profit Corporation. Our space is a community shop where students, hobbyists, and entrepreneurs can make things, use shared equipment, learn new skills, and incubate new business ideas. Areas of interest include but are not limited to, 3D printing, IoT (Internet Of Things) electric vehicles, alternative energy, sustainability, resource conservation, robotics, Arduino, Raspberry Pi, woodworking, and metalworking. 

We host regular public lectures at our facility and Maker events at area schools. We are enthusiastic supporters of STEAM (Science, Technology, Engineering, Arts, and Math) and view it as an essential part of education. We also maintain a small computer lab with a wide variety of art, design, and technology-related software. 

  "
48,Black Lodge,N,"Black Lodge Research, founded in 2007, is a hackerspace located in Redmond, Washington that serves the greater Seattle Hacker community. BLR is unique in that it is the only space in greater Seattle area focusing on the topics of Information Security and Privacy. The Lodge offers educational workshops, presentations and demonstrations; as well as a shop area with electronics and power tools for members to use.  

The Lodge is 100% funded through gracious donations by the community. It is also entirely operated through volunteers. The Lodge currently does not have any formal membership structure; whether you're interested in attending a single event or every last one of them, you are more than welcomed to participate. "
49,Bloominglabs,N,"A space for sharing tools and knowledge to make stuff 

Bloominglabs is Indiana's first hackerspace (also known as a makerspace). We are a group of group of people who rent a shared workshop where we can build projects both collectively and individually. 

Who are we? 

We are a bunch of people that want to do interesting things and explore the world and technology around us. Expression of this interest takes at least as many forms as we have members, and often employs an amalgam of found and newly-constructed hardware and/or open-source and self-authored software components, but may be as simple as screwing some pieces of wood together to make a useful tool we don't have yet. 

What is a hackerspace? 

A hackerspace is a physical location where people can share resources for their own creative pursuits. It's also a resource where people can come in off the street and advance their own knowledge. In urban locations it can often be hard to find places to weld/build/make noise and keep projects on-going without having to tear down and put-up your work each evening. With a hacker space people can work on their projects and not worry about annoying their neighbors or spouses. The social aspect is also an incredibly important component. Having people to bounce ideas off of and discuss your projects with when you get stuck is a great thing. "
50,Boston Makers,N,"Boston Makers, Inc. is a not for profit community makerspace. Stocked with digital fabrication and hand/craft oriented tools including laser cutters, 3D printers, computer workstations, sewing machines and small woodworking hand tools, we work to provide access to skill development opportunities, mentorship and space to help build a community of thinkers, designers and makers. 

MISSION STATEMENT 

Boston Makers is a nonprofit organization working to create a safe, affordable, and collaborative workspace to cultivate a community of makers who share their work and expertise in art, technology and culture. "
55,Bridgewire,N,"We are a community of people that love to build things. 

Here at Bridgewire we have the tools and space to help you turn your imagination into reality. 

A COMMUNITY INDUSTRIAL WORKSHOP 

Our Mission is to provide a community industrial workshop for the education and practice of the industrial arts in woodworking, metalworking, electronics, and other fabrication technologies. We foster a collaborative environment wherein people can explore and create intersections between technology, science, art, and culture. There is space to work on projects, learn skills in classes, and share knowledge through groups. 

Our Vision is to grow BRIDGEWIRE into an integral part of the Reno/Sparks fabric of innovation, STEM, and business startups as a communal industrial facility with well-appointed multi-functional work spaces. We are populated by knowledgeable volunteers with expertise who train and mentor. We operate autonomously to fulfill our mission to our stakeholders. "
60,Cambridge Hackspace,N,"Cambridge Hackspace is a 501(c)3 non profit maker space in the center of Somerville, MA. We hold weekly meetings where we get together and make things. We have a dedicated space, where members and come along and work on their projects any day of the week. Our community has a common interest in making, building, computers, technology, craft, art. Members join not only to work on their projects, but to share knowledge and resources, to learn, and to be part of the growing community. 

We've started the Cambridge Hackspace to provide a physical space where people can gather and work on their projects, have access to larger or expensive tools (like the 3D printers, and laser cutter), and provide a place where the community can share their knowledge. 

Anyone and everyone is welcome. Whether your thing is software, electronics, woodwork, or knitting, we provide a space where you can meet fellow makers, to learn, and be inspired. We hold workshops every month so you can learn new skills. "
65,CHAMP,N,"We want you to make cool things as well. We provide you with the location, tools, community for you to be able to make just about anything. We make 3D printers, christmas light shows, jewelry, and whatever else your heart desires. 

You can’t learn everything! We have members from every walk of life. Some of our members work with their hands, and others punch the 9-5 desk job. There’s one thing we have in common. We all have different skill sets. Regardless of what you want to do, we generally have a member who knows where to point you. 

Our Tools 

We have tools for most projects. Members have access to all of it, even the dangerous tools! If you don’t know how to use something, we’ll train you how to use the tools safely.   

The Atmosphere 

Admit it, sometimes the right work space makes all of the difference! Working at home can be frustrating. We have everything you need to finish projects. Even when you aren’t working we have games and vending machines. You’ll find yourself comfortable at home in our welcoming atmosphere. 

Our Membership 

One of the things that we boast is our inexpensive membership dues. For a space like ours, there is no better bang for your buck, but our goal isn’t to just get more members. We want people who are interested in making things. You don’t need to be a pro. We can point you in the right direction. 

CHAMP. is a 501(c)3 non-profit, community based collaborative workshop or Makerspace in Canton, Ohio, allowing members and guests to collaborate, share skills, and utilize our work-space in pursuit of creative projects, workshops, presentations, and lectures. "
68,ChattLab,N,"Chatt*Lab Makerspace is a vibrant community hub for makers and innovators in Chattanooga, Tennessee. The makerspace is dedicated to providing a collaborative and creative environment for individuals to design, create, and share their ideas and projects. With a vast array of tools, equipment, and resources, CLMS offers a wide range of opportunities for members to explore and experiment with various projects, including woodworking, 3D printing, electronics, robotics, and more. Whether you're a hobbyist or a professional, CLMS is the perfect place to turn your ideas into reality, learn new skills, and connect with like-minded individuals. 

Chatt*Lab is a makerspace devoted to leveraging technology and techniques to build things both real and virtual; with a sense of community, collaboration, inventiveness, humor and wonder. 

Chatt*Lab is Chattanooga's first and only “hackerspace” style makerspace. We're a collection of makers, tinkerers, artists, technicians and dreamers that like to share a space with access to many different tools and systems that help us build some really cool crap. If it's a tool we can't afford, we may borrow one from a Member, or in some cases, just build our own. 

We are open community workshop democratically operated by our Membership. Anyone who is, aspires to be, or just wants to hang around smart, creative, friendly mad scientist maker/hacker nerds is welcome at Chatt*Lab! We've got lots of cool tools and equipment. We've got a lot of really bright and creative people. We like to work on, and show off, fun and challenging technical projects. "
70,Chimera Art Space,N,"We are the Maker Community of Sonoma County 

Chimera (pronounced ‘Kai-mer-ah‘) Art Space is a place to unite and empower the North Bay’s creative community. A 501(c)3 non-profit shop and co-op where shared tools, knowledge, and workspace provide inspiration and opportunity for all. 

We’re a creative hub with a 5,000+sqft shop, studio, and co-working space for  artists, makers, inventors, creatives, hobbyists, and tinkerers. Come on down during open hours for a tour and get involved! "
76,Cola MakerSpace,N,"What is Cola Makerspace? 

We are a volunteer-run, nonprofit organization dedicated to running a community workshop and laboratory. Through our space we aim to foster a community of creators exploring the intersections of science, technology, and art. We welcome the makers, tinkerers, engineers, artists and lifetime-learners of the Columbia area to join us in creating a space where we can all work on personal and collaborative projects in a fun and inclusive atmosphere. 

What do we do? 

We direct our shared resources into the creation of projects and the sharing of knowledge. We maintain a workshop and stock it with tools and equipment for use by our members. Additionally, we invite skilled community members to share their expertise through classes and collaborative projects. "
79,Columbia Gadget Works,N,"Columbia Gadget Works is a makerspace that provides access to tools and resources for makers and innovators. Our space includes a shop area, computer lab, 3D printers, and other tools. We offer a collaborative environment where individuals and teams can bring their ideas to life.  

Our community is made up of makers from all backgrounds who share a passion for creativity and innovation. We provide a platform for makers to connect and collaborate, and our space is designed to foster a culture of creativity and learning. 

OUR COMMUNITY 

At Columbia Gadget Works, we believe that collaboration is key to innovation. Our community is made up of makers from diverse backgrounds who share a passion for creativity and innovation. We provide a platform for makers to connect and collaborate, and our space is designed to foster a culture of creativity and learning. "
80,Columbus Idea Foundry,C,"Here we share spaces, we share tools, we share technology, and most importantly, we share knowledge. Here you can launch a business, and connect with peers that become collaborators. You can learn something new, or rekindle an old passion. Here you'll leave with an experience, and maybe some inspiration. 

This is a place for finding your community.  

This is a place for turning ""I'm not sure,"" into ""I just did.""  

This is even a place for a little mischief. "
82,Confluent,N,"We are a 501(c)3 non-profit makerspace next to Uptown that has been open since February 6th, 2016. We host events, offer classes, make tools available for use and provide spaces to work. The events and classes cover a variety of art, technology, and other topics. Many diverse members use our space, providing many opportunities for learning and collaboration.  

Under the blazing sun by the blue rivers, we find the fun in failure and the courage in collaboration. 

Mission and Core Values 

Our mission is to facilitate the education and growth of artists, inventors, technologists, and hobbyists by providing the space, tools, safety and education to enable the creation of art, technology, business, culture, and community. 

Our Core Values:  

Make it awesome, for everybody. 

Embrace the visionary by enabling the cycle imagine, make, learn. 

Empower the community by striving towards complete accessibility and sustainability. 

Default to transparency, consensus, and inclusivity. 

Be humble and have as much fun as possible! "
83,Counter Culture Labs,N,"Oakland’s Grassroots Community Lab for Open Science Pioneers and Biohackers. 

Counter Culture Labs is an open science community lab designed to demystify and democratize biotechnology by putting tools in the hands of those who want to explore, innovate and learn to advance scientific literacy. 

We are a community of scientists, tinkerers, biotech professionals, hackers, and citizen scientists who have banded together to create an open community lab — a microbiology lab built in the spirit of 'hacker spaces' and 'maker spaces', supported by the community it serves to educate. Help us build a space for creative exploration and discovery; a place to innovate, learn, work on fun projects, and tinker with biology and other sciences. Help us build YOUR lab! 

For far too long, science has been locked away in the “ivory towers” of universities and research labs. Silicon valley was born out of garage workshops and hobby clubs, the precursor to today’s hacker spaces. We believe that if we build a place with the tools and the community to support them, tomorrow’s great innovators in biotechnology can be born out of spaces like Counter Culture Labs.   

Biology is the technology of the 21st century, and has the potential to affect our lives as much as or more than computers did in the 20th century. We believe in the power of diversity and peer-to-peer education; everybody has something to teach and everybody has something to learn. Whether you’re ready to start testing that cutting-edge, pre-startup research idea, or just want to play with some bioluminescent algae, this is the place for you! "
85,Crash Space,N,"CRASH Space is a non-profit organization located in Los Angeles and run by volunteers. Founded in 2009, it is a part of the growing global hackerspace movement. We are a collection of hackers, programmers, builders, makers, and artists. We promote science, technology, engineering, arts, and mathematics (STEAM) by teaching classes, participating in events, providing on-line resources, and by running a shared workshop. Our members use the space to work on their projects, share ideas, and help each other create whatever they envision. 

CRASH Space holds weekly meetings on Tuesdays at 8pm. If you’re interested in coming to visit CRASH Space, that’s the best time to come by. The weekly meetings are a lot of fun. We do tours of the space, and our members show off their projects. "
86,Creator Space,N,"Creatorspace is a Makerspace – we are a group of individuals with expertise in new and traditional tools, and who collaborate, teach, and learn by doing and making. We are very good at demystifying technology and making it approachable to those who are new to it. 

A Makerspace is a place where individuals with similar interests gather together to work on projects, share knowledge and collaborate on ideas. It is a community-oriented place that brings in or connects individuals looking to learn or collaborate on something. 

We are a 501(c)3 non-profit. 

We do technology workshops and demonstrations. Creatorspace has done workshops on Computer-aided design (CAD), 3D printing (using extruded plastic filament), 3D software modeling, microprocessor programming, telescopes and astronomy, computer programming, home solar energy, radio control of quad-copters, and manufacturing, to name a few. 

We provide classes at our space to enable people to develop new skills and to become proficient with both new and traditional tools. We are conducting classes in basic power tools, machining, microcontrollers, laser cutter/engravers, vinyl cutting, and design and modeling software. 

We developed programs that utilize multimedia art, sculpture, and design to teach students to create art, using our laser cutting and engraving system, and free and open source software tools. 

Our vision is that by using art and creativity to introduce and demystify technology, we build confidence that these skills are attainable and valuable in everyday life. "
89,Dallas Makerspace,N,"Who We Are 

Dallas Makerspace is a 501(c)(3) non-profit community workshop and laboratory sharing a 36,000sqft shop in Carrollton, TX. We are an organization of local artists, engineers, makers, and thinkers working together to provide tools and learning resources to the public. 

What We Do 

We use these resources to collaborate on individual and community projects in order to promote science, technology and art; while working and experimenting on innovative ideas to encourage learning within our community. 

Why We Do It 

At Dallas Makerspace we believe that collaboration is a truly effective form of learning. To that end, our members and volunteers teach classes, hold unique educational events and collaborate on cool projects. "
90,Danbury Hackerspace,N,"The Danbury Hackerspace @ the Innovation Center is a non-profit makerspace and coworking facility at 158 Main Street, connected to the Danbury Library. The City of Danbury has graciously provided the space for the hackerspace and to build a community of entrepreneurs, makers, craftspeople, & artists. Over the past 10 years we have helped hundreds of entrepreneurs, artists, and makers start, build, and grow their companies. 

What is a hackerspace? Mayor Mark wrote a blog post about hackerspaces: 

“Well the best way to describe one is a place where people can congregate, exchange ideas, and make use of the technology that is there to improve on their ideas. The ideas could range from computer programming to manufacturing, digital art and electronic art to assembly and design skills.” "
96,DenHac,N,"denhac is a hackerspace on a mission to create and sustain a local, community driven, shared space that enables education, experimentation, and collaboration, by applying the spirit of DIY to science, technology, engineering, and art. 

denhac is a 501(c)3 organization, supported by a community of volunteers and members who contribute to the space with memberships, donations, and time. 

denhac is a vibrant and growing community. "
99,DIYcave,C,"DIYcave is a community of people just like you. We are: artists, makers, hackers, entrepreneurs, educators and craft enthusiasts with various interests and skills.  

We provide the space, the tools and the community for you to create, collaborate and educate. You provide the ideas and the materials. All of the skills needed to operate any of the equipment at DIYcave can be acquired by participating in one of our many classes, workshops or through private instruction. 

Most of our tools are available to use as soon as your membership begins. However, some tools require certification before you may use them including: the table saw, CNC router table, wood lathe, lasers and most welding machines for example. Please request certification in advance of coming in to use a tool or machine that requires certification. 

Our communal shop has the resources and equipment to facilitate wood-working, digital fabrication, metal & wood working and more, providing a gateway for curious minds to learn new skills, share tools, contribute to projects and bring their ideas to life. "
100,Double Union,N,"Double Union is a hacker/maker space and community workshop in San Francisco. 

We work together to maintain a comfortable, welcoming environment that centers nonbinary people and women who are trans, cis, intersex, queer, straight, and not-fitting-into-those-labels, no matter what you look like. You don't have to prove you belong here. 

Double Union is a space for your projects 

Things people do in this space include sewing, programming, electronics, screenprinting, fiber arts of all kinds, and zine making. 

Fast internet, shared tools, a carefully curated library of books and zines, and discussion spaces make this a great space for working on your projects, learning skills, and meeting new friends. 

  

Double Union is a supportive community for feminist activism. We strive to be intersectional feminists. Membership is open to all nonbinary people and all women, self-identified. For details about what we mean, see membership qualifications. 

Double Union calls itself a hacker / maker space, because our goal is to create a space where women and nonbinary people can feel equally comfortable knitting, coding, drawing, or using power tools, and no one feels pressure to prove they belong here. Double Union members work to create a culture where we don’t just make awesome stuff - we also ask questions, feel confused sometimes, and break things. 

Another value members hold at Double Union is the idea that clearly defined structures and boundaries help create better spaces. We have a shared code of conduct and a list of base assumptions for members. 

Double Union is a volunteer-run 501(c)(3) nonprofit. "
101,Duluth MakerSpace,N,"Mission: To offer the best sustainable multi-field cooperative workshop possible for our local artists, inventors, experimenters, teachers, learners (Makers!) 

We have a great core group of members, always open to new passionate makers who want to both help and be involved in the decision making! We are currently privately funded but going to pursue a co-op type ownership model, or possibly non-profit. We really are trying to do this project as best we can while remaining cost effective to be sustainable going forward. Every other Sunday evening is our informal member meeting for current updates and to make decisions. 

Who is the place for? 

All ages (18+ for non-class-based solo access), Women and Men, Anyone who is curious, who wants to learn new things from enthusiastic people. Anyone who is artistic or otherwise creatively inclined. Anyone who likes to create things but may not have room at home for all the various tools needed. Anyone wanting to take or teach classes on a wide range of subject matters. "
106,Eugene Makerspace,N,"Our membership has gadgeteers, inventors, artists, and craftspeople from a wide ranging background.  Doctors to computer programmers, students to retirees, we’ve got all kinds of folks with a common love of tinkering and creating and we’re always looking forward to meeting more people like us. 

The Makerspace Mission 

Registered as a 501(c)(3) non-profit, the Eugene Makerspace operates with the express purpose of fostering a collaborative environment where people can explore and create intersections between technology, science, art, and culture. EMS holds itself to the higher goals of bettering our community through providing access to tools and educational resources; creating opportunities for members and individuals throughout our community access to equipment, knowledge, and experience that they may be unable to encounter or afford on their own. 

Innovative Making 

We provide a gateway for curious minds to share tools and ideas, contribute to projects, and collaborative education through hands-on learning, community events and outreach. Our shared shop has tools to facilitate wood-working, metal fabrication, electronics, programming, and more.  In-shop tools like 3D printers, CNC machines, and laser cutters help bridge the digital/physical divide and an active community of creative members explore possibilities that help bring your project ideas to life. 

Okay, but what does that really mean? 

In short, we’re a DIY workspace. A community workshop with shared space and tools. EMS has an active community of creatives and creators from all walks of life. Experiments abound at EMS, and interests and focus can range wildly depending on who’s at the shop at any given time. Circuit bending, experimental music, digital art, laser cutting, 3D printing, CNC machining, blacksmithing, designing cosplay, building retro arcade machines, pumpkin launchers, battling robots, or just fixing a broken chair.  

We frequently hold “Open Hack” workshop events, where we open our shop, tools, and facilities to the public. Members of the public can come down and check out the space to see what we have to offer, make use of our tools and equipment, and learn about projects being worked on at the shop. "
120,Factory Two,N,"Factory Two is a community makerspace located in the heart of downtown Flint, Michigan. Factory Two is built on the idea that learning, sharing, and creating are empowering and transformative forces which can open doors and revolutionize both perceptions and realities. 

Factory Two provides tools, equipment and training. In less than a year we have built a dedicated membership who experience the joy of learning, the excitement of crafting with their own hands, and the satisfaction of being part of a larger community of makers. 

Accessing cutting edge technology like 3D printers and drones, and time-honored tradition in the wood and metal shops. Making items as delicate as jewelry, or as durable as iron worked on a coal fired forge. Our members are small business owners, students, artists, emerging entrepreneurs, crafters, neighbors, retirees and more. "
122,Fairfield County Makers' Guild,N,"The Makers' Guild is a non-profit, membership-based community workshop and fabrication studio that provide access to specialized tools and equipment to enable its members to turn their ideas into reality. 

A product of the maker movement, FCMG’s mission is to establish a vibrant community of makers, inventors, tinkerers, hobbyists, and artists and a culture of learning and sharing with one another.  By providing access to tools, knowledge, and community, FCMG hopes to establish a space that fosters innovation and creation. "
123,FamiLAB,N,"FamiLAB is Central Florida’s provider of space, tools, and community for creative technical learning and projects. If you are looking for a great place to meet like-minded people, learn, collaborate on projects, and have access to great tools, FamiLAB is the place for you! 

FamiLAB’s mission is to be a community that fosters learning and creativity through hands-on projects, collaboration, and the sharing of skills & tools to improve ourselves and enrich the world around us. 

FamiLAB welcomes makers, artists, thinkers, hackers*, crafters, and everyone else – come wield your imagination in any (legal and ethical) way you see fit. Think of FamiLAB as a club for geeks!  Whether you are an art geek, hardware geek, photography geek, code geek, lab geek, or any geek in between–we would like you to join us at the lab and teach a class, lead a lecture, or simply work on a project while surrounded by awesome people. If you can think of it, come build and share it the lab. 

Following the philosophies of the worldwide hackerspace movement, FamiLAB seeks to be a diverse community where people of various backgrounds can come together to teach and learn. We provide a space, tools, and a community of geeks for you to utilize. The currently available tools include hand tools, CNC and manual metal working tools, CNC and manual wood working tools, welders, leather working tools, 3D printers, laser cutter, a dark room, a class room and a biology laboratory. Interests among current members range from abstract mathematics to microcontrollers, iPhone and Android application programming, Arduino design and coding, PCB design, FPGA design, Quadcopters, etc.  We’re always looking for new people to collaborate on current projects or bring new projects to the table. "
124,Fat Cat Fab Lab,N,"WE ARE A 100% VOLUNTEER-RUN NYC MAKERSPACE  

LOCATED IN THE HEART OF NEW YORK CITY’S GREENWICH VILLAGE.  

Our mission — to share the magic of making to inspire everyone to grow. 

Open to Members 24/7! 

Since 2013, Fat Cat Fab Lab is a hub for artists, students, engineers, hobbyists, startups, and meetups to gather and grow through 3D printing, laser cutting, CNC routing, sewing, electronics, photography, and more. "
129,Foothills Community Workshop,N,"The Mission of the Foothills Community Workshop is to promote Science, Technology, Engineering, Math (STEM) and Art by providing space, expertise, machinery, and tools to allow persons to learn new skills, teach skills to others, and build projects. 

“Learn – Teach – Make""  "
131,Fort Collins Creator Hub,N,"A Health Club for Your Creativity 

We are geeks, gearheads, hackers and crafters and more. In short we are makers. We love to create new things, share our successes, iterations, (and occasional failures), and show others how to make, create, build and learn. We are tied into the larger maker movement and collaborate with other maker spaces both in Colorado, in the US, and world-wide. 

Exciting things will be invented, made, tinkered with, painted, engineered, crafted, programmed, sewed, built, and more! Come and join us to create new things, learn skills at classes, meet interesting people, and teach your own classes.  

Mission 

Our mission is to restore our country to being a nation of makers. We encourage a culture of creative ownership. We want people to not just understand what is inside our “black box” appliances but to be able to learn, design and build new and better ideas.  We believe that we work best as part of a community of makers, builders, technologists and artists. 

We Are A Non-Profit 

Our 501(c)3 status was approved in mid-July 2015.  

Our Reason For Existence 

Most people do not have the space or enough cash to buy expensive equipment required to start prototyping a product idea or to build projects that require specialized equipment. So, we built a non-profit organization that gives the members access to a shop full of the coolest tools – from laster cutters, to 3D Printers, to Machining Tools, to A full wood shop and craft shop. And, we offer educational classes to members and the public so anyone can learn how to use the tools we have available to make stuff that improves their lives. "
134,Framingham Makerspace,N,"Meeting Space and Workspace for Creative People in the Community 

Our dream is to create a place which provides community, shared tools and a work space which encourages and enables members to build their dreams. Exploring art and technology in a welcoming, respectful, community oriented space while also being a resource to the community at large. 

After visiting other makerspaces in Massachusetts and beyond, a group of dynamic, creative individuals has begun the journey to create a place for their work centered in Framingham, the heart of Metrowest Boston. Beginning small, in the homes of the group, these individuals formed the beginnings of a “Do-It-Yourself” community. They started with their own interests and invited others to join in. "
138,Freeside Atlanta,N,"Freeside Atlanta (est. 2009) is a 501(c)(3) non-profit work space built entirely by volunteers. 

Located just south of downtown Atlanta, we are a community of makers, tinkerers, engineers, programmers, artists, teachers, and lunatics. As a community, we have built out our space with tools and equipment for electronics, 3D printing, woodworking, metalworking, art, design, classes, and events. Everything you see in our space was donated or built by members. 

Our members are engaged in amazing projects and love to share knowledge. We also develop and work with open source and free technology wherever possible, and try to release our creations under variants of the Creative Commons license. 

You don't have to be a Freeside member to come to our events or take our classes. We encourage you to come out to the Tuesday night Open House that we have every second and fourth Tuesday at 7:30 PM, or to any of the other public classes or events that we have on Meetup. Come check the place out and see if this is a community that you'd be interested in joining. 

Our Mission 

Freeside Technology Spaces, a 501(c)(3) non-profit organization, strives to provide a space that inspires collaboration, creativity, teaching, and open projects for the Atlanta community. "
